Index,Article_Title,Category,Reference_Text_Preview,Found,Page_Numbers,Match_Confidence,Verification_Method,Issue_Type,Full_Reference_Text,Notes,Timestamp
60,Promoting knowledge recommendation in innovative engineering design: a BERT-GAT-based patent representation learning approach,"AI Assistance Types (Lee and Kim, 2025)","Manxin Chen:
The system's output is knowledge recommendation, providing relevant technical concepts ...",Y,CANDIDATES,75,PARAPHRASE,PARAPHRASE,"Manxin Chen:
The system's output is knowledge recommendation, providing relevant technical concepts and solution paths intended to stimulate innovative design ideation.",,2025-11-28T16:10:28.557202
61,Engineering design optimisation using reinforcement learning with episodic controllers,AI methods,"Manxin Chen:
The main technique is Reinforcement Learning (RL), specifically implemented using an ar...",Y,CANDIDATES,95,PARAPHRASE,NONE,"Manxin Chen:
The main technique is Reinforcement Learning (RL), specifically implemented using an architecture incorporating episodic controllers.",,2025-11-28T16:10:28.981004
60,Promoting knowledge recommendation in innovative engineering design: a BERT-GAT-based patent representation learning approach,Design Phase,"Manxin Chen:
The application is explicitly aimed at promoting innovative engineering design, focusin...",Y,CANDIDATES,50,SEMANTIC,PARAPHRASE,"Manxin Chen:
The application is explicitly aimed at promoting innovative engineering design, focusing on the early-stage exploration and conceptualization required for novelty.",,2025-11-28T16:10:29.886930
61,Engineering design optimisation using reinforcement learning with episodic controllers,Design Practice/Task,"Manxin Chen:
The key technical task is training an agent to learn an optimal search policy (sequence...",Y,CANDIDATES,70,SEMANTIC,PARAPHRASE,"Manxin Chen:
The key technical task is training an agent to learn an optimal search policy (sequence of design choices) to solve optimization problems efficiently.",,2025-11-28T16:10:31.978061
61,Engineering design optimisation using reinforcement learning with episodic controllers,Data Modality,"Manxin Chen:
The core is sequential decision-making, where the reinforcement learning agent observes...",Y,CANDIDATES,88,PARAPHRASE,NONE,"Manxin Chen:
The core is sequential decision-making, where the reinforcement learning agent observes the environment state and selects an action, creating a sequence of states and rewards.",,2025-11-28T16:10:32.727147
61,Engineering design optimisation using reinforcement learning with episodic controllers,Data About,"Manxin Chen:
The data consists of design parameters and performance metrics (e.g., fitness value, co...",Y,CANDIDATES,75,PARAPHRASE,PARAPHRASE,"Manxin Chen:
The data consists of design parameters and performance metrics (e.g., fitness value, constraint compliance) obtained from iterative design evaluations.",,2025-11-28T16:10:33.228056
60,Promoting knowledge recommendation in innovative engineering design: a BERT-GAT-based patent representation learning approach,Data About,"Manxin Chen:
The system leverages patent data, which contains formalized knowledge about the structu...",Y,CANDIDATES,65,SEMANTIC,PARAPHRASE,"Manxin Chen:
The system leverages patent data, which contains formalized knowledge about the structural components, functions, and relationships of technical products.",,2025-11-28T16:10:33.380502
61,Engineering design optimisation using reinforcement learning with episodic controllers,"AI Assistance Types (Lee and Kim, 2025)","Manxin Chen:
The RL agent acts as an autonomous decision-maker that iteratively selects and generate...",Y,CANDIDATES,78,PARAPHRASE,NONE,"Manxin Chen:
The RL agent acts as an autonomous decision-maker that iteratively selects and generates new design parameter configurations to achieve the performance goal.",,2025-11-28T16:10:34.447829
61,Engineering design optimisation using reinforcement learning with episodic controllers,Design Phase,"Manxin Chen:
The primary goal is optimisation, the process of refining and converging to the best so...",Y,CANDIDATES,70,SEMANTIC,PARAPHRASE,"Manxin Chen:
The primary goal is optimisation, the process of refining and converging to the best solution, which is characteristic of the Develop phase.",,2025-11-28T16:10:35.004434
64,A User Review Analysis Tool Empowering Iterative Product Design,Design Phase,"Manxin Chen:
The tool specifically empowers iterative product design. The insights directly feed int...",Y,CANDIDATES,90,PARAPHRASE,NONE,"Manxin Chen:
The tool specifically empowers iterative product design. The insights directly feed into the refinement, correction, and enhancement of existing product features.",,2025-11-28T16:10:39.058482
63,Product innovation concept generation based on deep learning and Kansei engineering,Design Discipline,"Manxin Chen:
The research proposes a framework for product innovation concept generation. The core a...",Y,CANDIDATES,88,PARAPHRASE,NONE,"Manxin Chen:
The research proposes a framework for product innovation concept generation. The core application is integrating emotional needs into the industrial design process.",,2025-11-28T16:10:39.327172
63,Product innovation concept generation based on deep learning and Kansei engineering,"AI Assistance Types (Lee and Kim, 2025)","Manxin Chen:
The system's output is a set of optimized design concepts that satisfy targeted emotion...",Y,CANDIDATES,75,PARAPHRASE,PARAPHRASE,"Manxin Chen:
The system's output is a set of optimized design concepts that satisfy targeted emotional demands (Kansei goals). The framework directly supports the automated synthesis of novel product concepts.",,2025-11-28T16:10:40.051230
64,A User Review Analysis Tool Empowering Iterative Product Design,Data Modality,"Manxin Chen:
The primary input is unstructured textual data from user comments.",Y,CANDIDATES,88,PARAPHRASE,NONE,"Manxin Chen:
The primary input is unstructured textual data from user comments.",,2025-11-28T16:10:40.053611
64,A User Review Analysis Tool Empowering Iterative Product Design,Data About,"Manxin Chen:
The methodology analyzes user reviews and online feedback data. This data captures user...",Y,CANDIDATES,85,PARAPHRASE,NONE,"Manxin Chen:
The methodology analyzes user reviews and online feedback data. This data captures users' opinions, needs, and satisfaction levels regarding the product.",,2025-11-28T16:10:40.390974
64,A User Review Analysis Tool Empowering Iterative Product Design,Design Practice/Task,"Manxin Chen:
A User Review Analysis Tool Empowering Iterative Product Design.",Y,CANDIDATES,50,EXACT,HALLUCINATION,"Manxin Chen:
A User Review Analysis Tool Empowering Iterative Product Design.",,2025-11-28T16:10:40.859703
64,A User Review Analysis Tool Empowering Iterative Product Design,Design Discipline,"Manxin Chen:
The system aims to empower iterative product design using insights derived from user fe...",Y,CANDIDATES,92,PARAPHRASE,NONE,"Manxin Chen:
The system aims to empower iterative product design using insights derived from user feedback. The core application is improving product quality and user alignment in the industrial design cycle.",,2025-11-28T16:10:42.181940
63,Product innovation concept generation based on deep learning and Kansei engineering,Data Modality,"Manxin Chen:
Product visual data (images/renderings) is used as input for the deep learning model to...",Y,CANDIDATES,85,PARAPHRASE,NONE,"Manxin Chen:
Product visual data (images/renderings) is used as input for the deep learning model to extract features associated with Kansei words.",,2025-11-28T16:10:42.933589
63,Product innovation concept generation based on deep learning and Kansei engineering,Design Phase,"Manxin Chen:
The focus is on concept generation and integrating emotional requirements into the init...",Y,CANDIDATES,75,PARAPHRASE,PARAPHRASE,"Manxin Chen:
The focus is on concept generation and integrating emotional requirements into the initial design exploration, characteristic of the Discovery phase.",,2025-11-28T16:10:44.042214
63,Product innovation concept generation based on deep learning and Kansei engineering,Data About,"Manxin Chen:
The system leverages Kansei engineering, which involves mapping user emotional percepti...",Y,CANDIDATES,85,PARAPHRASE,NONE,"Manxin Chen:
The system leverages Kansei engineering, which involves mapping user emotional perceptions (e.g., feelings, aesthetic preference) to tangible design elements.",,2025-11-28T16:10:44.101990
64,A User Review Analysis Tool Empowering Iterative Product Design,AI methods,"Manxin Chen:
The core technique involves Natural Language Processing (NLP), specifically using senti...",Y,CANDIDATES,65,PARAPHRASE,PARAPHRASE,"Manxin Chen:
The core technique involves Natural Language Processing (NLP), specifically using sentiment analysis and topic modeling (e.g., LDA or BERT-based models) to extract design-relevant insights from the text.",,2025-11-28T16:10:44.182506
65,The Exploration of Integrating the Midjourney Artificial Intelligence Generated Content Tool into Design Systems to Direct Designers towards Future-Oriented Innovation,Design Practice/Task,"Manxin Chen:
The Exploration of Integrating the Midjourney Artificial Intelligence Generated Content...",Y,CANDIDATES,98,PARAPHRASE,NONE,"Manxin Chen:
The Exploration of Integrating the Midjourney Artificial Intelligence Generated Content Tool into Design Systems.",,2025-11-28T16:10:44.461177
65,The Exploration of Integrating the Midjourney Artificial Intelligence Generated Content Tool into Design Systems to Direct Designers towards Future-Oriented Innovation,Design Discipline,"Manxin Chen:
The research explores integrating an AI tool (Midjourney) into design systems to foster...",Y,CANDIDATES,92,PARAPHRASE,NONE,"Manxin Chen:
The research explores integrating an AI tool (Midjourney) into design systems to foster future-oriented innovation. The study focuses on supporting the design process.",,2025-11-28T16:10:44.840728
64,A User Review Analysis Tool Empowering Iterative Product Design,"AI Assistance Types (Lee and Kim, 2025)","Manxin Chen:
The system transforms unstructured user opinions into structured, actionable design kno...",Y,CANDIDATES,78,PARAPHRASE,PARAPHRASE,"Manxin Chen:
The system transforms unstructured user opinions into structured, actionable design knowledge. This process enables designers to interpret massive feedback data and identify priority issues.",,2025-11-28T16:10:45.328915
65,The Exploration of Integrating the Midjourney Artificial Intelligence Generated Content Tool into Design Systems to Direct Designers towards Future-Oriented Innovation,Data Modality,"Manxin Chen:
The input to the AI tool is typically a textual prompt (natural language) provided by t...",Y,CANDIDATES,95,PARAPHRASE,NONE,"Manxin Chen:
The input to the AI tool is typically a textual prompt (natural language) provided by the designer.",,2025-11-28T16:10:47.252663
